ID,Block,Chapter / Subtopic,Question Type,Question Text,Data / Paragraph,Option A,Option B,Option C,Option D,Option E,Correct Answer,Difficulty Level
Q284,VARC,IDIOMS AND PHRASES,Idiom Meaning,have the ball at your feet.,,be able to recognize,miss something of what is going on around,enable someone to avoid humiliation,to be in the best position to do something,,D,Easy
Q285,VARC,IDIOMS AND PHRASES,Idiom Meaning,banana oil,,perfectly cool or self-possessed,nonsensical talk,a plentiful supply,very long time,,B,Easy
Q286,VARC,IDIOMS AND PHRASES,Idiom Meaning,after one's own heart,,sharing or having one's tastes or views.,infatuation with a person which is not reciprocated.,memorise something by heart.,don't have the courage to do something bad for a good person.,,A,Easy
Q287,VARC,IDIOMS AND PHRASES,Idiom Meaning,pull the wool over someone's eyes,,to protect someone.,to keep oneself warm.,deceive someone by telling lies.,to pretend to be blind to the other person's bad behaviour.,,C,Easy
Q288,VARC,IDIOMS AND PHRASES,Idiom Meaning,at large,,a very big opportunity.,a criminal escaped or not yet captured.,to have a big heart.,a big appetite.,,B,Easy
Q289,VARC,IDIOMS AND PHRASES,Idiom Meaning,head over heels,,to do things exactly opposite of what is expected.,madly in love.,to do stupid things.,to unknowingly dive into an unpleasant situation.,,B,Easy
Q290,VARC,IDIOMS AND PHRASES,Idiom Meaning,In deep water,,To die,In great difficulty,To fail completely,To surrender,,B,Easy
Q291,VARC,IDIOMS AND PHRASES,Idiom Meaning,In the egg,,In an untidy state,In a dilemma,In an early stage,In bodily form,,C,Easy
Q292,VARC,IDIOMS AND PHRASES,Idiom Meaning,Cut in on,,Acknowledge,interrupt,Evade,produce,,B,Moderate
Q293,VARC,IDIOMS AND PHRASES,Idiom Meaning,Draw a blank,,Absent minded,To be unsuccessful,Come to an end,To fall a victim,,B,Moderate
Q294,VARC,IDIOMS AND PHRASES,Idiom Meaning,Give up ghost,,To feel superior,To overcome one's fear,To give encouragement,To die,,D,Moderate
Q295,VARC,IDIOMS AND PHRASES,Idiom Meaning,Faint hearted,,Calm,Timid,Lovable,Courageous,,B,Moderate
Q296,VARC,IDIOMS AND PHRASES,Idiom Meaning,To lead astray,,To take back what you have said,To misguide,To achieve two results with one effort,To apologize humbly,,B,Moderate
Q297,VARC,IDIOMS AND PHRASES,Idiom Meaning,To make a pile,,To keep at a distance,To make a lot of money,To aggravate the situation,To face the risk,,B,Moderate
Q298,VARC,IDIOMS AND PHRASES,Idiom Meaning,Back out of,,Decimate,Record,Withdraw,Pertain,,C,Moderate
Q299,VARC,IDIOMS AND PHRASES,Idiom Meaning,Throw over,,Enumerate,Invent,Reprimand,Reject,,D,Moderate
Q300,VARC,IDIOMS AND PHRASES,Idiom Meaning,Lion's mouth,,Strict rules,Harsh spoken,Brave,A dangerous situation,,D,Moderate
Q301,VARC,IDIOMS AND PHRASES,Idiom Meaning,A stiff-necked person,,Honest and open,An obstinate person,A source of quarrel,Ordinary person,,B,Moderate
Q302,VARC,IDIOMS AND PHRASES,Idiom Meaning,Cross out,,Interrupt,Summon up,To remove,Inflate,,C,Moderate
Q303,VARC,IDIOMS AND PHRASES,Idiom Meaning,Make away with,,To compensate,Eliminate,To find out,To understand,,B,Moderate
Q304,VARC,IDIOMS AND PHRASES,Idiom Meaning,To put one out of countenance,,To put a difficulty in the way of progress,To provoke quarrel,To make one feel ashamed,To deceive someone,,C,Difficult
Q305,VARC,IDIOMS AND PHRASES,Idiom Meaning,A cock and bull story,,An important story,An imaginary story,A long story,A short story,,B,Difficult
Q306,VARC,IDIOMS AND PHRASES,Idiom Meaning,Black ox,,Nervous,Impossible,Misfortune,Ugly,,C,Difficult
Q307,VARC,IDIOMS AND PHRASES,Idiom Meaning,Break a lance with,,To appear suddenly,To argue against,To burst out,To break promise,,B,Difficult
Q308,VARC,IDIOMS AND PHRASES,Idiom Meaning,Cry wolf,,To condemn,To praise aloud,To raise a false alarm,Clamour,,C,Difficult
Q309,VARC,IDIOMS AND PHRASES,Idiom Meaning,Broken reed,,Stiffness,To break trust,Support that failed,To break peace,,C,Difficult
Q310,VARC,IDIOMS AND PHRASES,Idiom Meaning,To cut the crackle,,To stop talking aimlessly,To be under one's subjugation,To foment trouble,To ridicule,,A,Difficult
Q311,VARC,IDIOMS AND PHRASES,Idiom Meaning,Pin-money,,A person unsuited to the position he fills,To trouble others,Bribery,Allowance made to a lady for her expenses,,D,Difficult
Q312,VARC,IDIOMS AND PHRASES,Idiom Meaning,In the offing,,In danger,Appear soon,Side by side,Worrisome,,B,Difficult
Q313,VARC,IDIOMS AND PHRASES,Idiom Meaning,Wolf in sheep's clothing,,Hypocrite,Wise person,Foolish,Quarrelsome person,,A,Difficult
Q314,VARC,IDIOMS AND PHRASES,Idiom Meaning,Heads will roll,,Unconditionally surrendered,Dismissed or forced to resign,Born in a wealthy family,Resorted to illegitimate practices,,B,Difficult
Q315,VARC,IDIOMS AND PHRASES,Idiom Meaning,A green horn,,An inexperienced man,A dangerous man,A suspicious man,A wise person,,A,Difficult
Q316,VARC,SPOT THE ERROR,Error Spotting,A senior doctor (A)/ expressed concern (B)/ about physician's recommended the vaccine. (C)/ No error (D),,A senior doctor,expressed concern,about physician's recommended the vaccine,No error,,C,Very Easy
Q317,VARC,SPOT THE ERROR,Error Spotting,We have discussing (A)/ all the known mechanisms (B)/ of physical growth. (C)/ No error (D),,We have discussing,all the known mechanisms,of physical growth,No error,,A,Very Easy
Q318,VARC,SPOT THE ERROR,Error Spotting,Children enjoy listening to (A)/ ghost stories (B)/ especially on Halloween night. (C)/ No error(D),,Children enjoy listening to,ghost stories,especially on Halloween night,No error,,C,Very Easy
Q319,VARC,SPOT THE ERROR,Error Spotting,I (A)/ have(B)/ many works to do.(C)/ No error. (D),,I,have,many works to do,No error,,C,Very Easy
Q320,VARC,SPOT THE ERROR,Error Spotting,There are so many filth(A)/ all around (B)/ the place. (C)/ No еггог (D),,There are so many filth,all around,the place,No error,,A,Very Easy
Q321,VARC,SPOT THE ERROR,Error Spotting,I (A)/ came to school (B)/ at the same usual time. (C)/ No error (D),,I,came to school,at the same usual time,No error,,C,Very Easy
Q322,VARC,SPOT THE ERROR,Error Spotting,The company is using (A)/ influence to persuade people(B)/ to buy its refrigerators.(C)/ No error (D),,The company is using,influence to persuade people,to buy its refrigerators,No error,,D,Very Easy
Q323,VARC,SPOT THE ERROR,Error Spotting,The technician reminded them (A)/ to have a thoroughly cleaning of the machine (B)/after each use. (C)/ No error (D),,The technician reminded them,to have a thoroughly cleaning of the machine,after each use,No error,,B,Very Easy
Q324,VARC,SPOT THE ERROR,Error Spotting,You should have used the money (A)/ for paying your debts (B)/ Instead of buy a motor cycle. (C)/ No error (D),,You should have used the money,for paying your debts,Instead of buy a motor cycle,No error,,C,Very Easy
Q325,VARC,SPOT THE ERROR,Error Spotting,My cousin (A)/ Invited me (B)/to her birthday party. (C)/ No error (D),,My cousin,Invited me,to her birthday party,No error,,D,Very Easy
Q326,VARC,SPOT THE ERROR,Error Spotting,We should abide (A)/ to the promise (B)/ that we make. (C)/ No error (D),,We should abide,to the promise,that we make,No error,,B,Very Easy
Q327,VARC,SPOT THE ERROR,Error Spotting,I and him (A)/ are(B)/ very good friends.(C)/ No error (D).,,I and him,are,very good friends,No error,,A,Very Easy
Q328,VARC,SPOT THE ERROR,Error Spotting,One should (A)/ look after (B)/ their parents.(C)/No error (D).,,One should,look after,their parents,No error,,C,Very Easy
Q329,VARC,SPOT THE ERROR,Error Spotting,She placed (A)/ the offering (B)/ to God in the altar.(C)/ No error. (D),,She placed,the offering,to God in the altar,No error,,C,Easy
Q330,VARC,SPOT THE ERROR,Error Spotting,Teachers were instructed (A)/ to follow an uniform method (B)/ of evaluation. (C)/ No error. (D),,Teachers were instructed,to follow an uniform method,of evaluation,No error,,B,Easy
Q331,VARC,SPOT THE ERROR,Error Spotting,The newspapers they admit that (A)/advertising sometimes (B)/ influences their editorial policy.(C)/ No erroг (D),,The newspapers they admit that,advertising sometimes,influences their editorial policy,No error,,A,Easy
Q332,VARC,SPOT THE ERROR,Error Spotting,I saw him (A)/ coming out of the hotel (B)/on 10 o'clock. (C)/No error. (D),,I saw him,coming out of the hotel,on 10 o'clock,No error,,C,Easy
Q333,VARC,SPOT THE ERROR,Error Spotting,One of my friend (A)/is returning (B)/ to India from the U.S.A. (C)/ No error. (D),,One of my friend,is returning,to India from the U.S.A.,No error,,A,Easy
Q334,VARC,SPOT THE ERROR,Error Spotting,He knows (A)/ that your muscles (B)/ are not same as his. (C)/ No error. (D),,He knows,that your muscles,are not same as his,No error,,C,Easy
Q335,VARC,SPOT THE ERROR,Error Spotting,There is no agreement (A)/ between you and I (B)/ so we are free to go our way. (C)/ No error (D),,There is no agreement,between you and I,so we are free to go our way,No error,,B,Easy
Q336,VARC,SPOT THE ERROR,Error Spotting,His father would (A)/ rather die than (B)/ to beg from door to door. (C)/ No error (D),,His father would,rather die than,to beg from door to door,No error,,C,Easy
Q337,VARC,SPOT THE ERROR,Error Spotting,He is guilty (A)/ for killing (B)/ an innocent bird. (C)/ No error (D),,He is guilty,for killing,an innocent bird,No error,,B,Easy
Q338,VARC,SPOT THE ERROR,Error Spotting,"I have just come (A)/ to know that Mr. Ray, one of my favourite (B)/ teachers, died with cancer recently. (C)/ No error (D)",,I have just come,"to know that Mr. Ray, one of my favourite","teachers, died with cancer recently",No error,,C,Easy
Q339,VARC,SPOT THE ERROR,Error Spotting,Many persons must have read(A)/The Arabian Nights (B)/ which is very interesting. (C)/ No error (D),,Many persons must have read,The Arabian Nights,which is very interesting,No error,,A,Easy
Q340,VARC,SPOT THE ERROR,Error Spotting,"We should make green vegetables (A)/ an essential part of our daily diet,(B)/ shouldn't we? (C)/ No error (D)",,We should make green vegetables,"an essential part of our daily diet,",shouldn't we?,No error,,D,Easy
Q341,VARC,SPOT THE ERROR,Error Spotting,He has promised (A)/ to pay me the whole amount (B)/ in cheque with the stipulated time. (C)/ No error (D),,He has promised,to pay me the whole amount,in cheque with the stipulated time,No error,,C,Easy
Q342,VARC,SPOT THE ERROR,Error Spotting,We must have (A)/sympathy for (B)/needy and the poor. (C)/ No error (D),,We must have,sympathy for,needy and the poor,No error,,C,Moderate
Q343,VARC,SPOT THE ERROR,Error Spotting,When I left (A)/ the house at 9 o'clock (B)/ my son was still at home. (C)/ No error (D),,When I left,the house at 9 o'clock,my son was still at home,No error,,D,Moderate
Q344,VARC,SPOT THE ERROR,Error Spotting,I did not receive (A)/ any letter from my parents (B)/ for the last two months. (C)/ No error (D),,I did not receive,any letter from my parents,for the last two months,No error,,A,Moderate
Q345,VARC,SPOT THE ERROR,Error Spotting,The other day my sister told me (A)/ that she will be moving (B)/ to her new apartment very soon.(C)/ No error (D),,The other day my sister told me,that she will be moving,to her new apartment very soon,No error,,B,Moderate
Q346,VARC,SPOT THE ERROR,Error Spotting,Tony is giving me a lift. (A)/ He's coming to (B)/ call for me at ten. (C)/ No error (D).,,Tony is giving me a lift.,He's coming to,call for me at ten,No error,,D,Moderate
Q347,VARC,SPOT THE ERROR,Error Spotting,The new lecturer (A)/ seems to be very popular with (B)/ most of the class. (C)/ No error (D).,,The new lecturer,seems to be very popular with,most of the class,No error,,D,Moderate
Q348,VARC,SPOT THE ERROR,Error Spotting,Raj surprised everyone (A)/ when he created an unbreakable record (B)/ of one and a half centuries.(C)/No error (D),,Raj surprised everyone,when he created an unbreakable record,of one and a half centuries,No error,,B,Moderate
Q349,VARC,SPOT THE ERROR,Error Spotting,Do not write him of (A)/ as I feel he still has the fire (B)/ smouldering in him. (C)/ No error (D),,Do not write him of,as I feel he still has the fire,smouldering in him,No error,,A,Moderate
Q350,VARC,SPOT THE ERROR,Error Spotting,The poor man saves the money (A)/ but then he began to worry (B)/ that thieves might take it away.(C)/ No error (D),,The poor man saves the money,but then he began to worry,that thieves might take it away,No error,,A,Moderate
Q351,VARC,SPOT THE ERROR,Error Spotting,He adviced me (A)/ to join (B)/ the computer course later in the year.(C)/ No error (D),,He adviced me,to join,the computer course later in the year,No error,,A,Moderate
Q352,VARC,SPOT THE ERROR,Error Spotting,Some of our latest canon (A)/ that have come out of the production (B)/ line have a very long range. (C)/ No error (D),,Some of our latest canon,that have come out of the production,line have a very long range,No error,,A,Moderate
Q353,VARC,SPOT THE ERROR,Error Spotting,He couldn't but help (A)/ shed tears at the plight of the villagers (B)/ rendered homeless by a devastating cyclone.(C)/ No error (D),,He couldn't but help,shed tears at the plight of the villagers,rendered homeless by a devastating cyclone,No error,,A,Moderate
Q354,VARC,SPOT THE ERROR,Error Spotting,Most of the members at the meeting felt (A)/ that the group appointed to investigate the case (B)/ were not competent to do the job efficiently.(C)/ No error (D),,Most of the members at the meeting felt,that the group appointed to investigate the case,were not competent to do the job efficiently,No error,,C,Moderate
Q355,VARC,SPOT THE ERROR,Error Spotting,The museum's revolving doors (A)/ stopped the crooks (B)/ as they jam half way round.(C)/ No error (D),,The museum's revolving doors,stopped the crooks,as they jam half way round,No error,,C,Difficult
Q356,VARC,SPOT THE ERROR,Error Spotting,The children left (A)/ the playground (B)/ one after one. (C)/ No error [D],,The children left,the playground,one after one,No error,,C,Difficult
Q357,VARC,SPOT THE ERROR,Error Spotting,The fight for liberation (A)/ brings out the best and (B)/ a noblest quality in mankind. (C)/ No error (D),,The fight for liberation,brings out the best and,a noblest quality in mankind,No error,,C,Difficult
Q358,VARC,SPOT THE ERROR,Error Spotting,The baby was (A)/ clinging with her (B)/ mother in fear. (C)/ No error (D),,The baby was,clinging with her,mother in fear,No error,,B,Difficult
